,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding,combined,output,T5_SS1,T5_SS2,T5_result,messages,USE_similarity,SS1_USE,SS2_USE,result_USE
1480,391f5b4e-ffac-4184-be40-438c4304d922,Jimmy climbed on to the counter while his Mom was distracted.,He nimbly scurried to where the stove burner glowed red.,Jimmy screamed when his outreached hand touched the burner.,His Mom appeared instantly and whisked him away from it.,Jimmy laughed.,Jimmy cried.,2,Jimmy climbed on to the counter while his Mom was distracted. He nimbly scurried to where the stove burner glowed red. Jimmy screamed when his outreached hand touched the burner. His Mom appeared instantly and whisked him away from it.,Jimmy sat on the counter and watched as his Mom sprayed the flames.,0.0,0.0,2,"['Jimmy sat on the counter and watched as his Mom sprayed the flames.', 'Jimmy laughed.', 'Jimmy cried.']","(0.49151593, 0.4603306, 1)",0.4915159344673157,0.460330605506897,1
1481,449c1058-fb27-4c6d-9cac-fbd5b32b80da,Billy buried some treasure in his backyard.,He drew a map so he wouldn't forget where he'd put it.,Years passed and Billy's family moved.,"Decades later, he went back and used his map to dig it back up.",He threw away the treasure he found.,He found many treasures from his childhood.,2,"Billy buried some treasure in his backyard. He drew a map so he wouldn't forget where he'd put it. Years passed and Billy's family moved. Decades later, he went back and used his map to dig it back up.",He found a treasure buried in his backyard.,2.8,3.2,2,"['He found a treasure buried in his backyard.', 'He threw away the treasure he found.', 'He found many treasures from his childhood.']","(0.666903, 0.59185636, 1)",0.666903018951416,0.5918563604354858,1
1482,743a3dca-d9a4-4297-a47d-34183a672f6d,My mom took me grocery shopping.,She let me pick out all the food.,I picked out a lot of candy and snacks!,"Then, she went to the register and paid for it all.",I didn't like any of the groceries my mom bought.,I ate a lot of candy that day.,2,"My mom took me grocery shopping. She let me pick out all the food. I picked out a lot of candy and snacks! Then, she went to the register and paid for it all.",I was so happy that I got to go shopping!,0.4,0.0,1,"['I was so happy that I got to go shopping!', ""I didn't like any of the groceries my mom bought."", 'I ate a lot of candy that day.']","(0.43420723, 0.3073514, 1)",0.4342072308063507,0.30735141038894653,1
1483,e17eb2cb-2fa8-4a33-8838-4f9b033fdaa4,Joe got fired from his job.,He was sad.,He needed money for bills.,He called  up grant.,Joe loaned Grant some money.,Grant loaned Joe some money.,2,Joe got fired from his job. He was sad. He needed money for bills. He called  up grant.,He was able to pay the bills.,0.8,0.8,2,"['He was able to pay the bills.', 'Joe loaned Grant some money.', 'Grant loaned Joe some money.']","(0.2564528, 0.27130353, 2)",0.2564527988433838,0.27130353450775146,2
1484,19c29a0d-7b1f-4066-8fd0-090fc6c640f5,Rakesh decides that he would like to cook lobster for dinner.,He visits the local seafood market and picks a huge lobster.,Rakesh brings it home and boils it in water.,He eats the lobster with butter and corn on the cob.,Lobster was Rakesh's least favorite food.,Rakesh loved eating lobster.,2,Rakesh decides that he would like to cook lobster for dinner. He visits the local seafood market and picks a huge lobster. Rakesh brings it home and boils it in water. He eats the lobster with butter and corn on the cob.,Rakesh is happy that he cooked lobster for dinner.,1.6,3.6,2,"['Rakesh is happy that he cooked lobster for dinner.', ""Lobster was Rakesh's least favorite food."", 'Rakesh loved eating lobster.']","(0.6197349, 0.745645, 2)",0.6197348833084106,0.7456449866294861,2
1485,9ba79327-d72c-4882-a828-e8bd80fbab56,Ron woke up and looked out the window.,The street was covered in a foot of snow!,School was canceled that day.,Ron spent the whole day playing in the snow with his friends.,Ron was very happy.,Ron was very unhappy that it had snowed so much.,1,Ron woke up and looked out the window. The street was covered in a foot of snow! School was canceled that day. Ron spent the whole day playing in the snow with his friends.,Ron was glad he had spent the day outside.,3.2,0.0,1,"['Ron was glad he had spent the day outside.', 'Ron was very happy.', 'Ron was very unhappy that it had snowed so much.']","(0.7185641, 0.72478545, 2)",0.7185640931129456,0.7247854471206665,2
1486,4dfe85e4-7e34-4906-8eaf-5f519820b2a4,My brother loved candy.,He ate a lot of it.,He left the wrappers on the counter.,Our mother scolded him for it.,He didn't listen until we got a lot of ants one spring.,She showered him with praise.,1,My brother loved candy. He ate a lot of it. He left the wrappers on the counter. Our mother scolded him for it.,He was not allowed to eat candy.,0.0,0.0,2,"['He was not allowed to eat candy.', ""He didn't listen until we got a lot of ants one spring."", 'She showered him with praise.']","(0.21066111, 0.14448877, 1)",0.2106611132621765,0.14448876678943634,1
1487,2029aa56-ef8f-4c6f-a599-6dae60566f01,Brad wanted eggs for breakfast.,Brad was all out of eggs!,Brad cried for a long time.,Brad's mother came home with eggs!,Brad had delicious Eggs Benedict.,Brad hated his mother for getting the eggs.,1,Brad wanted eggs for breakfast. Brad was all out of eggs! Brad cried for a long time. Brad's mother came home with eggs!,Brad was able to have eggs for breakfast.,4.0,1.6,1,"['Brad was able to have eggs for breakfast.', 'Brad had delicious Eggs Benedict.', 'Brad hated his mother for getting the eggs.']","(0.7312784, 0.62326545, 1)",0.7312784194946289,0.6232654452323914,1
1488,32cccca4-9475-4755-8fd4-b540b70d64a0,Paulo had always wanted to serve in his student council.,"However, he was worried he wouldn't be elected.",Paulo asked many students for their support in the election.,"Finally on election day, Paulo was elected to student council.",Paulo was ashamed of what he did.,Paulo felt proud of his accomplishment.,2,"Paulo had always wanted to serve in his student council. However, he was worried he wouldn't be elected. Paulo asked many students for their support in the election. Finally on election day, Paulo was elected to student council.",Paulo was proud that he was elected to his student council.,0.0,2.8,2,"['Paulo was proud that he was elected to his student council.', 'Paulo was ashamed of what he did.', 'Paulo felt proud of his accomplishment.']","(0.49962193, 0.5332911, 2)",0.4996219277381897,0.5332911014556885,2
1489,ad4fbdb4-6d17-4417-b560-b6a3c6a74825,Patrick's parents raised ducks.,"One day, Patrick was playing near the ducks.",One of the ducks started chasing him!,The duck caught up to Patrick and bit him on the leg.,Patrick developed a fear of dogs because of the incident.,"It didn't break the skin, but Patrick was scared and cried!",2,"Patrick's parents raised ducks. One day, Patrick was playing near the ducks. One of the ducks started chasing him! The duck caught up to Patrick and bit him on the leg.",Patrick was very embarrassed.,0.4,1.6,2,"['Patrick was very embarrassed.', 'Patrick developed a fear of dogs because of the incident.', ""It didn't break the skin, but Patrick was scared and cried!""]","(0.41161644, 0.52809453, 2)",0.4116164445877075,0.5280945301055908,2
1490,e0487099-4c2b-4cfc-af24-489a5675a52f,I am a different person than I used to be.,I used to be heavyset but I lost weight.,I took up swimming and lost the weight.,I worked out three times week and ate healthy every day.,I am much healthier now.,I am 300 pounds.,1,I am a different person than I used to be. I used to be heavyset but I lost weight. I took up swimming and lost the weight. I worked out three times week and ate healthy every day.,Now I am a lot smaller than I used to be.,1.6,1.4,1,"['Now I am a lot smaller than I used to be.', 'I am much healthier now.', 'I am 300 pounds.']","(0.4108293, 0.26897976, 1)",0.4108293056488037,0.2689797580242157,1
1491,e0f9cc9f-2cff-49af-9cb6-cafd44f3faf1,Jane's girlfriend works at a flower shop.,She never gets tired of her work.,One day Jane decided to get her a rose.,Even though her girlfriend saw many a day she loved it.,Jane's girlfriend was a die-hard flower lover.,"Jane loves biking, hiking and walking her dog.",1,Jane's girlfriend works at a flower shop. She never gets tired of her work. One day Jane decided to get her a rose. Even though her girlfriend saw many a day she loved it.,Jane was happy to get the rose.,1.6,0.0,1,"['Jane was happy to get the rose.', ""Jane's girlfriend was a die-hard flower lover."", 'Jane loves biking, hiking and walking her dog.']","(0.53707427, 0.41963127, 1)",0.5370742678642273,0.4196312725543976,1
1492,9ec710ea-0c91-4616-91ab-f28588628b5c,Damon lost his wallet with his ID in it.,He searched all over the house.,He couldn't find it anywhere.,He eventually just went and got a replacement ID.,Damon went straight to his room and went to bed.,"The next day, Damon found his wallet under the bed.",2,Damon lost his wallet with his ID in it. He searched all over the house. He couldn't find it anywhere. He eventually just went and got a replacement ID.,Damon was glad he had found it.,1.4,1.6,2,"['Damon was glad he had found it.', 'Damon went straight to his room and went to bed.', 'The next day, Damon found his wallet under the bed.']","(0.5220578, 0.4685988, 1)",0.5220577716827393,0.4685988128185272,1
1493,61f5c395-725b-4249-bf21-838525b78a4a,Bob was going to take his daughter to see Grandma.,The two drove to Grandma's house a few miles down the street.,Grandma welcomed them with open arms.,The 3 of them had a big dinner at night.,Bob's daughter thanked Grandma for the delicious meal.,Bob angrily drove home after the meal.,1,Bob was going to take his daughter to see Grandma. The two drove to Grandma's house a few miles down the street. Grandma welcomed them with open arms. The 3 of them had a big dinner at night.,Bob and Grandma had a great time together.,2.8,0.0,1,"['Bob and Grandma had a great time together.', ""Bob's daughter thanked Grandma for the delicious meal."", 'Bob angrily drove home after the meal.']","(0.5690767, 0.35031974, 1)",0.5690767168998718,0.3503197431564331,1
1494,d86787ce-aeb7-4bfe-ab75-a98c253e67f1,Sue's cat was nowhere to be seen.,Sue searched for her cat for hours until she heard purring outside.,Her cat was stuck in the tree.,Sue called up the fire department.,Suzi hoped the cat would stay in the tree.,Suzi's cat was saved.,2,Sue's cat was nowhere to be seen. Sue searched for her cat for hours until she heard purring outside. Her cat was stuck in the tree. Sue called up the fire department.,The fire department found her cat in the tree.,2.2,2.8,2,"['The fire department found her cat in the tree.', 'Suzi hoped the cat would stay in the tree.', ""Suzi's cat was saved.""]","(0.5899838, 0.45920873, 1)",0.5899838209152222,0.45920872688293457,1
